QunNum,MastQQ,CreateDate,Title,Class,QunText
18297269,18,2008-09-16,金融学实验班,4282,金融学实验班
18297270,10,2007-12-14,守護◆伱身邊,187,
18297271,4,2005-12-18,梦想成真,3499,
18297272,5,2005-12-02,新新人类,398,
18297273,9,2005-12-11,彬哥军团,14,
18297274,2,2005-12-02,waitingalone,316,
18297275,9,2005-12-02,高中同学群,21,2
18297276,14,2009-06-12,游戏群，都加啊,398,我的群，我才是王者
18297279,16,2005-12-02,舟桥战友联盟会,2760,曾经的军旅生活已为一段难忘的历史。让我们谨记吧。有空回味一下乐无穷^_^
18297280,20,2006-05-27,采通社,2349,男(♂).女(♀)<br/>記住)→該珍惜de、永遠吥會放棄
18297283,1,2007-06-05,﹄過亼苦苦支撑旳。,22,"｛夲期註題：‘‖一亇亽…,z&acute;m.鯐!°｝，"
18297284,26,2006-06-10,168,0,
18297285,7,2005-12-02,─━无☆名﹌,77,
18297286,5,2006-03-20,家人,5,----<br/>
18297287,32,2010-08-31,自由者,324,当你失落，害怕，无助时，一定要记住你不只是为了你自己而活！
18297288,20,2006-03-08,小子们砍人去,1118,我叫王长明左青龙右白虎左片刀右缝针<br/>你妈在腰尖
18297289,8,2005-12-02,天空,151,
18297290,1,2006-04-18,設計是空Sex≈Zero,328,
18297291,21,2009-03-03,℡浨傢圧ル籿,2539,浨傢圧ル籿
18297292,87,2005-12-02,传说的市二中,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18297293,22,2005-12-02,武鸣仙湖三中（一）班,4280,
18297294,4,2005-12-02,广警足球队,163,
18297295,52,2007-02-01,化院校友超市,20,源洪食杂店专为化院校友服务。供应各种快速消费品并提供复印、打印等服务。
18297296,51,2007-04-08,南农药理毒理研究室,22,各位师兄师姐师弟师妹，属于我们的群终于成立了！欢迎大家有事没事常来灌水，已工作的
18297298,6,2005-12-02,SUPER盘丝洞,393,
18297299,2,2005-12-02,血舞残阳,4115,发扬团队精神~~把我们的盟会搞得越来越强大~~！！！
18297300,6,2011-03-06,歌神们,66,除了我都是歌神啊...
18297301,50,2008-02-05,伟大的10G24班,21,偶的朋友~
18297302,13,2006-06-25,中加驻REGINA分校℡,395,<br/>澸慶、冭茤嘚甛唁藌於.<br/><br/>澸慶、冭茤嘚錵唁巧語.
18297303,2,2005-12-02,你在职,2765,蝇工
18297304,1,2010-05-17,看群公告！好消息！,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18297305,19,2008-12-16,水院羽联,167,羽毛球爱好者的交流平台，羽毛球资讯空间。
18297306,10,2005-12-02,心灵成长互助团体群,395,有缘千里来相会
18297307,17,2010-09-29,星火,4277,
18297308,25,2008-01-23,06机电→兄弟情→深,4279,㊣對兄弟要忠↘┏━┓↙對女人要禮㊣
18297309,1,2006-02-22,网吧网管计算机技术,193,网吧网管计算机技术
18297310,48,2005-12-02,2010届(14)班。,4284,-那一年<br/><br/>-青春轰轰烈烈的转身<br/><br/>-我们终于背离在班驳的去路……
18297311,1,2006-03-19,`,319,
18297312,3,2009-04-09,★.、帥,67,
18297313,13,2007-04-10,计30402,22,即将毕业留个联系，相识皆是缘！！！
18297314,2,2007-11-14,芜湖--途欢,263,有车没车，出去兜风。有钱没钱，参加都行。
18297315,176,2005-12-02,苏荷音乐,58,深圳，广州，武汉，长沙，成都，重庆，南京，无锡，贵阳，柳州，昆明，南昌，南宁
18297316,10,2005-12-02,缘分↑＠＠2中,13,
18297317,8,2005-12-02,娱乐,3,
18297318,2,2006-01-17,好朋友,303,
18297319,1,2007-12-13,莪們都偠ヤ緈諨,4268,背著錧材跳舞﹎--══-.蹛著灵魂僈歩
18297322,3,2006-04-09,终结,59,
18297323,77,2007-01-14,中国袜业群,18,无语笑迎天下客依然城交四海朋
18297325,71,2010-11-05,启东仙居群.,3119,
18297326,6,2005-12-09,快乐之家,22,
18297327,27,2005-12-02,大同饰品店,3994,这些都是女孩子们必不可少的美丽装饰，喜欢就买上，我的宗旨是：既便宜有方便！以开业
18297328,1,2005-12-10,徐州市圣天世纪文化传,0,
18297329,15,2006-11-21,开开心心一家人,2041,大家可以组织开心和爱心的任何活动
18297330,23,2008-11-23,特勤小组,2121,我的特勤朋友群
18297331,47,2005-12-02,再見+.﹎過去⑨,4159,過去了就是過去..o但ю詠.遠⊕℡沒分開
18297332,1,2006-03-08,ノo┈緣紛de天空ヤ,177,
18297333,2,2009-09-16,&acute;&acute;WX_Class,4277,黄冈外校初1年级4班，，，是的进，不是的。。。。。
18297334,15,2006-01-01,淮北都市交友网,2610,淮北都市交友网欢迎你们www.hb0561.com
18297335,9,2009-06-03,吕梁美术书法用品,19,销售多种美术书法用品13593401606<br/>文化路报社家属院门口永宁市场西门往西100米
18297336,3,2009-10-30,绝世传奇,398,
18297337,35,2005-12-02,05级网络工程3班,4262,四年的人生旅程可能像闪电一晃跃过，也可能似流水意味深长，要怎么过就看自己。努力吧
18297338,32,2009-04-12,09春行政管理,0,09春行政管理
18297339,3,2008-08-05,浅唱你的爱,20,大家别总潜水出来聊聊天
18297340,10,2005-12-02,缘分☆天空,3202,"伴我的伤心是坚强风若迎面冲,雨会对你讲,有人在等有人在等用眼泪等你《她》心若为你痛"
18297341,38,2005-12-02,东农动医051,13,为！一个精诚、团结的集体！！~~~~
18297342,7,2005-12-02,我的家族,2,都是一家人。。。
18297343,18,2010-06-15,暗淡了的容颜、,131,ゝ说的不会做，以为不会错。.つ`
18297344,37,2009-10-09,何厝六三班,0,六三班家长交流群
18297345,8,2009-12-22,新的开始,5,可以无所不谈<br/>
18297347,1,2005-12-02,乌雷暴,20,
18297349,2,2010-08-25,112,148,54544646464565
18297350,14,2007-03-03,留恋小学,2136,
18297351,4,2006-06-22,贵州金泓,327,
18297352,2,2007-04-17,5500福州用户群,3923,经过换键盘的5500还能三防吗？设计的严重缺陷不是简单维修可以解决，我们的目标是退机
18297353,31,2005-12-02,林业054,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18297354,2,2005-12-02,朋友,395,
18297355,29,2006-01-13,六（1）班群偀儈,4279,
18297357,18,2005-12-09,39中92级1班,4265,39中初92级1班的总裁们，集合了！：）<br/>稍息～立正～～，向右看.....齐!
18297359,138,2010-03-30,主流交友♀♂瀡惢暢談,16,本群专为结交朋友而建，请大家文明用语，谈些有价值的话题！有朋自远方来，不亦乐乎？
18297361,37,2006-04-04,沉沦战队交流①群,4177,喜欢魔兽，热爱3C，为澄海沉沦本群已满有意的请加沉沦2群群号12078126
18297362,43,2006-03-25,家镇的同学一起来,394,Z╭﹌╮╭╮Zz(o-.-o)(o-.-o)z
18297363,12,2008-09-29,初一,4279,来的自己换上真名！！！
18297365,5,2005-12-02,追星ぜ族,1353,要不要进，随便你！
18297366,2,2006-09-24,自由空间,317,自由飞翔
18297367,76,2008-07-09,蓝天情圣女性群,319,蓝天情圣团一个专门为爱负责的团体！希望有了你我的帮助世界会充满更多的爱！
18297368,23,2009-03-18,缺德⒐⒋群,0,我的家族是格斗天王群我擦他吗弊的谁来都欢迎我擦都是我的群名字就OK
18297369,14,2005-12-02,狼群,314,
18297370,1,2005-12-02,緟色轻友,304,﹎*╲㈡ɑɑ`7哖做兄焍蹴係喓緟色轻友﹎*<br/>.&amp;)Ｅ＋囿伱就满足&amp;
18297371,2,2006-01-10,因囿囚团,393,
18297372,1,2005-12-09,“(匰调,21,想进就进
18297373,35,2005-12-02,室内3051班—“爱”,4278,"我们室内3051班拥有着38名帅哥美女,暂时的分别，我们相信会再度重逢与相聚..."
18297374,19,2008-08-15,朋友,1442,都是熟人熟事滴
18297375,5,2005-12-02,商务数据Free01,393,“商务数据Free成员”
18297376,4,2006-04-02,01园林,2596,
18297377,23,2005-12-02,゛⒏喓長dà,8,℡蒶掱ヅ鈈哭ぢ眞メ愛<br/>╭┘║◇◆:&quot;┈..<br/>╰═┘≤
18297379,36,2005-12-02,数控001,18,2000级福建工程学院数控001班全体大联盟，口号：发扬团结合作，积极进取精神。
18297380,8,2005-12-02,外事家族,393,我依然喜欢婕
18297381,12,2011-02-13,故事，就写到这里。,2803,故事，在这里开始。
18297382,37,2005-12-02,书法未知界,3499,爱艺术书法的人，品德好的才可以加入！！！
18297383,41,2008-10-18,灌阳人,4087,灌阳人夹古
18297384,11,2009-03-13,安庆卫校药9562,0,欢迎所有老同学，记得的、不记得的，以唤起我们对那青葱岁月的点滴回忆......
18297385,44,2006-04-20,设计人生,179,
18297386,67,2006-01-02,灆铯ヤ█████,4065,本群一律使用家族马甲经常在线
18297387,1,2006-07-31,乄終極の幻想,3074,
18297390,15,2006-09-09,缘聚,20,好朋友的群。
18297391,1,2006-02-23,..尋找..簡單Dê快樂.,1631,..尋找..簡單Dê愛.!
18297392,7,2010-01-10,HomeSweetHome,316,鹰击长空うた∽かた
18297394,35,2006-06-16,哈铁88－3,4276,一个活波可爱让人有许多回忆的群
18297395,7,2005-12-02,.*單妽┆吔縂會．o_,20,"<br/>_&quot;_,寧願笑著流淚﹖也钚哭著說後悔"
18297396,21,2005-12-02,赛意法,176,
18297397,12,2005-12-25,3(2)班,394,我是陈正建的群哈还有小哥哥~~~touhaoqiangjia<br/>www.yxhjwg.com/http:/
18297398,6,2007-09-23,丶丨江湖灬彡,398,也许
18297399,7,2005-12-02,怪胎家族,4279,"奉天承運,龍王詔曰:我們開個群叫怪胎家族吧!"
18297400,7,2006-08-05,⑥乖乖,6,朋友们来抽烟哦`
18297401,13,2009-03-05,我歹你娘个批,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵？25906421228鍙傚姞渚ｅ
18297402,24,2007-02-24,MTM独占神话,398,<br/>
18297403,5,2006-02-26,信OLの伊贺,4257,
18297404,2,2005-12-02,⑧嵗(9)學壞,139,┊`;.﹏喜歡`伱`罒
18297406,15,2006-09-05,~♀≌炫舞┇情谊≌♂~,2739,西州公园砍过树，月岩脚下盗过墓，此生行尽天涯路，道县男儿就是酷<br/>```````````
18297407,17,2005-12-02,反恐精英CS1.6,4163,为CS疯狂!<br/>
18297408,21,2009-08-17,083中职会计与营销,4284,083会计与营销，
18297409,2,2009-08-17,●。戯ˇ__呵呵,0,阿斯顿
18297410,53,2006-06-07,里湖镇七贤小学校友,2215,七贤小学校友群
18297411,6,2006-06-27,湛江群,2765,湛江群
18297412,1,2005-12-02,haiyang125,0,
18297413,41,2005-12-02,高三三班,4268,天下英杰
18297414,12,2005-12-02,6-405我要我们在一起,4278,云卷云舒·回忆恍如昨夜<br/>朝花夕拾·人生仓皇一梦
18297416,1,2006-03-25,有缘人,142,有缘人，我们欢迎！
18297417,3,2006-03-09,伤脑筋,3499,
18297418,19,2005-12-02,可愛嘚3班,2963,欢迎张锦明啲3班嘚冂學~~
18297419,2,2005-12-04,。。。。。。。。。。,4159,CH00046F65417791
18297420,1,2005-12-02,╰&gt;ЪaЪyルＳtΟp18,57,爱李宇春的歌迷来加群！一定要爱李宇春的哦！为什么我總是壹錯再錯~癫⒊倒4┈--→
18297421,29,2007-03-30,礼尚往来,187,
18297423,35,2006-05-07,2005级2班,1216,帅气的~~超级群
18297424,15,2007-07-14,鞋都飞锐毛绒酒拳协会,3499,一群帅哥的故事
18297426,35,2005-12-02,χ`亂⑦仈蹧`傻家·.,392,o〤擁哊伱寔擁哊硪︵1輩子dē緈輻︵o(_愛)`其實.┈⊕゛很→→簡單﹖<br/><br/>
18297427,1,2007-05-13,头文字D,4,123
18297428,20,2006-01-07,04交通运输,395,
18297429,1,2006-04-04,桀囵莪的蕞僾,1118,我就是杰伦的粉丝你是吗？<br/>是的话快加入吧
18297430,5,2006-04-27,彩得技术工作室,191,
18297432,11,2007-04-05,博望精英群,14,"聊吧,为了博望的发展"
18297433,32,2009-01-29,三年六班,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18297434,2,2006-07-15,1926068601,3712,192606860
18297435,2,2005-12-02,环境,1152,
18297436,6,2005-12-09,My个性＆空间,1242,我的地盘→听我的顶崔东旭!顶Se7en!和河利秀!!!!
18297437,29,2006-10-13,想…《未来》留念,13,我的个性。无人能比。单身最美。。。。。。
18297438,34,2005-12-02,童话揭西,14,进该群必须要有一个特殊的身份！他就是客家人
18297439,6,2010-08-12,☆★,2230,
18297440,9,2005-12-18,huang...,395,
18297441,6,2011-01-22,DNF体验服★生化战场,4159,
18297442,3,2006-03-01,的豆腐干,395,的
18297443,15,2005-12-02,紀檢部,393,大家要努力啊~~找出一个属于自己咖新天地...
18297444,2,2005-12-09,沧海阁,3496,
18297445,26,2006-06-11,&quot;机电.ˇ215〓家,4266,一千零一夜、
18297447,12,2005-12-02,高口班同学,393,
18297448,15,2007-08-01,代大家族,20,家人
18297449,8,2005-12-02,王氏家族,1001,
18297450,24,2005-12-02,老友,4277,
18297451,13,2005-12-02,坏小子部落,0,
18297452,3,2007-06-05,√时尚々佳人,14,做最好的朋友，做最有吸引力的表现~~！！望大家文明聊天。<br/>群主DH13649580933
18297453,36,2006-03-10,电信班,22,2004届物理系电子信息工程班!
18297454,1,2007-02-07,空,302,谁在啊到我的空见溜达溜达！写了！http://home.51.com/home.php?user=w254970123
18297455,41,2006-04-01,（09秋）18297455,2026,祝愿大家新年快乐
18297456,32,2005-12-02,□﹏五中夥絆┊ル,2061,
18297457,6,2006-08-03,┈━★幼儿园★━┈,20,☆爱上你，就要用一生去等待☆
18297458,1,2006-03-27,拳☆皇,77,
18297459,53,2010-03-07,我们都辜负了爱,13,兲漟里芣婹壞陔ふ，莪們★(*^﹏^*)_僦壹起00創慥屬纡莪們☆⌒_⌒☆☆⌒_⌒☆]哋兲
18297460,36,2007-07-30,黄中高三（19）班,4271,在这里，你的心情是阴晴雨雪？可以公布出来......
18297461,43,2010-07-16,┭爱丫②〇,4269,﹏本人VENCHOW20FOR向←走向→走无能为力
18297462,1,2005-12-02,明天,3493,
18297463,1,2005-12-02,╰&gt;ЪaЪyルＳtΟp20,1140,╰&gt;ЪaЪyルＳtΟp╰&gt;ЪaЪyルＳtΟp╰&gt;ЪaЪyルＳtΟp
18297464,13,2005-12-02,↘灆Ｓè网戀の族ヤ,319,
18297465,4,2008-09-04,家人,20,
18297466,1,2005-12-02,六友公司,0,
18297467,1,2006-01-07,Doraemon,21,
18297468,85,2006-03-09,清风小筑,279,http://www.dygod.net/
18297469,1,2005-12-02,(*^__^*),393,
18297470,2,2007-08-29,缘→,4,优秀的发型师不在于你会中什么发型，而是在乎你会如何为客人做出更适合她的发型<br/>
18297471,2,2009-05-28,工作,98,
18297472,21,2005-12-02,没事聊聊天,187,
18297474,3,2005-12-03,传奇一家人,2251,
18297475,25,2006-03-26,娛樂紅人┊気質會員群,3499,
18297476,10,2005-12-02,拉呱,316,学会自己长大...
18297478,21,2006-03-27,天天向上,152,无介绍人拒入！
18297480,9,2005-12-02,寝室群,1964,寝室群
18297481,8,2009-11-20,信鸽,313,信鸽
18297482,29,2008-10-29,厦门购物网,3161,"鲜花速递同城鲜花配送,http://shop63094915.taobao.com/。名牌运动鞋http://shop632"
18297483,4,2005-12-02,渗人,395,
18297484,2,2009-09-16,名发城大本营,10,
18297485,2,2005-12-02,老乡回,2535,
18297487,39,2007-03-25,卡沃汽车俱乐部,4839,卡沃汽车俱乐部是由宁夏机械化工程总公司创办的集爱好汽车越野和户外自驾旅游的组织
18297488,20,2009-05-31,方磊,4262,
18297489,2,2009-01-12,·`窝:,50,",.。<br/>.Livinginthememory...<br/>"
18297490,20,2005-12-02,*星外空*,395,快乐地带***---高兴，郁闷，伤心*——来坐坐吧！！！
18297491,13,2008-09-24,穷人,63,开心就好
18297492,1,2005-12-02,╰&gt;ЪaЪyルＳtΟp21,58,╰&gt;ЪaЪyルＳtΟp╰&gt;ЪaЪyルＳtΟp
18297494,18,2006-09-02,合佳@商务,3252,我们都是贺家坪的人~~~~
18297496,17,2006-09-20,&acute;赱丟|ē;,7,～頂尖女孓..～頂尖男孓..
18297497,15,2005-12-02,航院计算机系60433班,57,
18297498,1,2005-12-02,CrossfireofJune,402,.
18297499,2,2006-02-22,寒℃家,316,
18297500,58,2006-05-06,武汉商贸08级企会3班,7,我们是会计3班的，我们永远是最强的啊
18297501,11,2007-08-10,轻风的追逐,145,就反对差距似的人穿甲弹发；
18297502,54,2011-02-27,朋友兄弟,4282,兄弟以后有事在群里说。
18297503,4,2005-12-02,1,187,
18297506,18,2008-01-20,我们的艺术天地,152,2007年学生们
18297507,9,2005-12-28,黑韓●QZONE●家族-2,393,
18297508,6,2006-10-23,三八学院。。,79,
18297511,18,2005-12-03,..ξ講冬,395,如果上天让我守护你，我会在你身边陪你，直到我死！可是，上天不让的话，就算了。＾
18297512,1,2005-12-10,QQ备用3群,395,
18297513,13,2008-05-07,Ｓonｙ．官方『004』,185,
18297515,1,2005-12-02,天堂,68,
18297516,63,2005-12-02,缘聚缘散缘随缘,147,→抽烟是我的天性→打架是我的个性→喝酒是我的本性→嗳伱是ωǒ的荣幸→堕落是我的任
18297517,29,2008-07-03,无棣1中49.3班,4274,
18297519,5,2006-10-27,工控交友Fx,11,互通有无，相互学习，共同进步
18297520,17,2006-06-27,盛世王朝2,4115,http://fy.iciba.com/
18297521,87,2005-12-02,331,4278,
18297522,4,2008-07-31,KFC和平,1941,每个月发完工资第一件事就是买烟，水果，饮料送到排班经理这里来！
18297523,63,2007-03-07,神化-东轩︷族,187,喜欢的就加！喜欢就聊！就这么简单！
18297525,19,2005-12-02,流浪,14,
18297526,7,2007-11-26,蛮蛮滴`,22,哎哟哈喜
18297527,74,2006-01-08,We&acute;relesbian,270,上海Les群，We&acute;relesbian帅T美P！
18297528,17,2005-12-09,八中三一,4294,有些东西当我已无法拥有的时候！我唯一能做的就是使自己永远不要忘记！
18297529,4,2005-12-02,潜山双峰刷业有限公司,3521,www.china-sfsy.com
18297530,13,2005-12-09,PK→帅哥,74,<br/>
18297531,34,2008-07-13,wvw.53mm.in找鸡真骚,131,煷妹爽爽中wvw.53mm.in
18297532,3,2009-10-09,好友,309,
18297533,10,2009-09-13,同学,22,让我们从温久违的友谊情！
18297534,7,2009-01-10,noFadepassion,77,没啥可说的
18297536,39,2010-09-30,☆焦点神话☆,131,大家都是认识的不要骂人..TMD谁骂来找他鸭哥来...想骂趁我不在骂...
18297537,8,2006-04-01,我的大学生活,316,
18297538,32,2006-04-18,⒈哖⒊班,4270,
18297539,67,2010-04-22,卡尔蔡司用户群,181,希望我们能以：人人为我，我为人人的态度对待群里的每一个人。
18297540,35,2006-03-09,数控05—2,4295,本班为数控专业全省最强规模最大人数最后<br/>有要此类专业的老板快点联系我们吧
18297541,39,2005-12-02,吉林四中原高一二,20,
18297542,38,2006-05-12,初中同学(307)班,4277,
18297543,4,2006-07-23,三味草堂,3000,真诚交友开心乐园
18297544,9,2009-02-14,塔兜一族,239,
18297545,3,2007-03-13,瀟灑人生,20,我的群就是拽!~
18297546,1,2011-03-05,盼盼,395,
18297547,8,2006-08-09,天堂贸易中心,4130,
18297549,8,2007-07-16,dreamingback,4274,那个单纯无知的年代，那个充满青春的狂妄的年代，那个恣意抒发着情感的年代，那个令人
18297550,36,2006-06-17,01计算机,2059,
18297551,28,2005-12-02,看群公告！好消息！,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18297552,19,2005-12-02,怀念你们,2041,天下是自己的，我们要学会去创造！！！
18297553,5,2009-06-17,无聊`,50,冇
18297554,6,2009-07-06,绕云萦水,395,
18297555,13,2006-01-27,好朋友,2774,
18297556,11,2010-11-21,和谐大家庭,395,
18297557,1,2007-07-17,.,393,.
18297558,3,2006-03-31,湖南天雁机械有限责任,0,郌@
18297560,1,2006-05-18,QQ游戏家族,4059,很高兴能认识到你，您有什么开心的，伤心的，烦恼的都可以向我倾诉，我是一个值得的信
18297561,1,2011-02-25,草中75班@@@,20,
18297563,10,2005-12-02,天空刮風下雨,3,我願是你的一把傘?
18297564,74,2006-04-10,川师06艺本四班,22,学海无涯，回头是岸！
18297565,28,2007-12-03,必须嗨,187,
18297566,121,2006-12-18,不二法门,17,"佛教共修,已开智者来布施,未开智者来学习!阿弥陀佛!"
18297567,52,2008-03-01,(涬湢）湜洃色,18,
18297568,3,2010-06-17,魔塔23线,75,
18297569,30,2005-12-02,5班最棒,2482,没有共产党就没有新中国~~！！
18297570,1,2005-12-02,σ划过dē瞬间,145,/就向流星許個心願¤星空下的约定/永远不变γ^ō^<br/>
18297571,4,2008-04-02,Ｓａｄ,4260,Ｓａｄ
18297572,2,2006-03-10,CX网络传媒②,191,
18297573,1,2005-12-02,我记得我爱过,398,<br/>
18297574,26,2007-10-11,九六届七班（钱三中）,22,不棄不離不放棄
18297575,4,2005-12-02,我是老大,2,同样
18297576,100,2007-12-05,宅莮あ宅囡‖,317,-@﹏算命Dê老頭説；名花虽有主..锄头更无情.``只要锄头挥得好那有墙角挖不
18297577,1,2006-09-10,..,319,欢迎加入榊聖又伟大的家族『聖域』，希望朋友们以后好好相处，谢谢合作。
18297578,8,2005-12-02,管理,11,
18297579,4,2005-12-09,好消息大家看群资料,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵25906421228鍙傚姞渚ｅ
18297581,37,2006-05-14,瀾筗,4279,本群是由谰石中学01级9班建立的
18297582,3,2005-12-02,呵呵,3,
18297583,12,2006-08-01,≮sAs≯_战隊,4159,QQTALK服务器：576573<br/>我的UC号：31887957
18297584,2,2005-12-02,历史文化,395,傻B！！！！！！！！！！
18297586,67,2008-12-20,看群公告！好消息！,187,免费拿話費兩百块!群里的朋友们用手机拨打1259064212参加侣友在线答题就可以了，我今
18297587,29,2005-12-02,<br/>通信①班,151,北京工業大學零伍級通信工程壹班<br/>╭∩╮（︶︿︶）╭∩╮╭∩╮（︶︿︶）╭∩╮
18297588,10,2009-03-17,自由￡人生,246,告别昨天，把握今天，创造明天，不虚度年华，不碌碌无为，用心过好每一天.
18297589,4,2005-12-02,暴发户集团,393,
18297591,19,2006-02-22,零度空间论坛,395,鸿发鞋业行淘宝店http://shop60668425.taobao.com
18297592,50,2006-05-11,友谊——相连,4282,
18297594,1,2005-12-02,asd,305,
18297595,22,2005-12-02,大步向前冲,3499,
18297596,1,2006-03-24,我的空群,393,
18297597,4,2010-12-30,休闲群,18,
18297598,2,2006-08-22,。/韓尛亞。,319,、小学同学
18297599,8,2010-07-13,兄弟姐妹,395,
18297600,14,2008-02-03,幸福Děs&acute;堺,56,猜猜这是什么？想知道的就加吧！
18297601,39,2010-11-08,徊憶,4286,徊憶、誋憶、詠逺の嚸嘀
18297602,28,2005-12-02,98财会,2615,马鞍山工业学校-98级财务会计
18297604,49,2009-08-17,フ俄ヒ晕哦！,61,
18297605,39,2005-12-02,〖↓】,0,
18297606,14,2010-12-07,拜拜家,13,数钱的漂亮姐妹们(*^__^*)嘻嘻……
18297607,11,2008-09-23,西台小学五二班,15,
18297608,4,2005-12-02,谈情说爱地带,319,MMGG进来谈情说爱啊/进来开心就不要走啊
18297609,18,2005-12-02,空~~~尘,145,空.尘---K.C.<br/>现在有自己的群了~有关团的事大家可以在这里讨论~~~
18297610,32,2006-11-19,单县联通交流群,178,
18297611,7,2006-07-04,chirksoft,395,http://group.qq.com/group_index.shtml?groupid=18297611
18297612,12,2008-01-26,生日群,18,在今天生日的朋友都是幸福的～
18297613,47,2005-12-11,对竹--中学,133,"曾经的是最美好的,过去的是最值得的珍惜的."
18297614,12,2007-07-05,ωǒ們ㄚi傢亼,2553,丆琯沬筙又哆長匛，綪胗盻缃聚白勺烸ㄚi頦；鳪琯哆仯個偆廈秌夂，ωō扪寔咏薳菂傢
18297615,1,2007-07-05,SF天下,67,完美群雄
18297616,11,2010-03-03,赶集网,0,
18297617,36,2006-02-22,中实商用软件,321,相互交流，共同学习
18297618,2,2006-04-23,●璀璨承嘫ぁ,137,ρs:要記住~︸~.在這個丗堺上.ァ﹏..沒铕一個人值得伱為他哭ァ﹏唯一值得讓伱為他哭啲
18297619,46,2006-03-09,高三12班,2406,毕业了``我们还是朋友```
18297620,25,2006-04-29,职院牧医0414班,4266,
18297621,1,2008-08-08,帝皇家族↗,4,（誘惑）帝皇家族↗继续走红
18297622,33,2005-12-04,兄弟会所,12,距离不是问题！时间更不是借口，你我能相遇在一起就是兄弟！
18297623,8,2009-08-17,噬魂,0,地杀七魄：一魄两散、旋魄绞肉、夺魄抽筋、裂魄碎骨、摧魄破脑、阴魄绝代、七魄噬灵
18297624,5,2005-12-02,E域超版群,367,任何人可见
18297625,1,2005-12-02,重庆时时彩,3545,重庆时时彩日赚100-200不是梦想
18297626,61,2005-12-02,の常平”,131,
18297627,21,2005-12-02,羊角山油库,2238,招聘
18297628,4,2005-12-02,成远,22,无
18297629,4,2005-12-02,美好生活,395,
18297630,11,2005-12-02,我们的家园,129,
18297631,9,2005-12-02,┌.°ǒ戀┌,14,聊天群，让大家在郁闷今天，在此群开心。
18297632,22,2005-12-02,08031班,392,
18297634,14,2005-12-02,分享记忆,22,
18297635,16,2006-05-05,终极ぜ班◆,1118,终极`
18297636,1,2006-04-02,魔灵神兽,68,北京2区主宰之剑BL的兄弟快来吧！！！！验证也清楚人物名称
18297637,1,2007-08-19,鲅鱼圈一YE情,137,一YE情
18297639,36,2009-12-05,09届~〈{菋筬年。,4274,有事说话没事装死<br/><br/>谁丫的敢退我到学校灭了谁！~
18297640,25,2005-12-02,大家一起来问道,0,啊哦`````````颓废
18297641,2,2007-05-29,海纳百川,315,好朋友
18297643,36,2005-12-02,”猪ｄ兲地～,393,无可奉告.
18297644,1,2005-12-12,只爱只爱你~燕~,395,╮oo○媽媽說我拥囿最獨特的氣貭╰^^╯㎜.麥兜我愛發發脾氣﹖~~~~撅橛小嘴~~.雖
18297645,36,2007-02-13,~叠中·204！,4279,
18297648,25,2006-10-30,二胡之家,3,"本着弘扬中华民族文化的伟大精神,特开创此群组,希各位胡迷朋友一起加入相互交流学习。"
18297649,1,2011-02-13,聊天,20,
18297650,11,2006-01-10,嘻哈部落,145,让自己快乐点！？！？！！
18297651,6,2010-04-11,車繇醵樂篰,368,我爱大奔
18297652,10,2010-03-04,梨花泪、伤情,88,樱花雨梨花泪，谁与谁相随
18297653,12,2008-08-18,崩溃伊缅园,319,一群濒临崩溃的人，一个已经坍塌的世界！！<br/>孕育计划的温床，节目诞生的摇篮！！
18297654,3,2005-12-02,没出息的汉子,4,本CS群为大家交流游戏心得，约战而建，欢迎CS爱好者加如入！：）
18297655,26,2006-08-08,殺獁特の网络视觉.15,2,
18297656,27,2005-12-02,高二一班,20,
18297657,15,2006-05-11,XK古仓家族,3158,人生其实只是一个堕落的过程<br/>迷茫还是清醒着我没有选择因为我早已经习惯了被动
18297658,1,2005-12-12,全国各地亲朋挚友,2698,本人——王洪：在全国各地的亲朋挚友
18297659,5,2008-09-08,..,4264,......
18297660,43,2008-12-10,┅☆玲珑剔透就是Me！,3493,爱情永远不可能是天平。你想在爱情里幸福就要舍得伤心。人生易然如此....
18297661,41,2005-12-02,高31班,1944,延安高中2008年届高三1班班群
18297664,4,2006-02-22,成都会计培训,0,郌@
18297665,1,2006-02-22,美术天堂,395,
18297667,17,2005-12-02,淺錑,390,德庆仔德庆囡我随时欢迎<br/>
18297669,17,2005-12-02,℉orёvēя,1118,
18297670,10,2005-12-02,老同学,303,
18297671,13,2009-10-09,ghjgyjgfvu,187,
18297672,14,2006-04-17,偶像★哪去咯,147,
18297674,1,2006-05-15,ぺ壞壞ぺ公主群,398,
18297675,5,2005-12-02,●誰誰誰●,395,
